entry,at,order
"""sean @ QBFJyJmi22"" shows a 7♦, Q♦.",2025-12-20T05:13:59.269Z,176620763926901
"""Rah @ 7fA2Vhp4Rw"" shows a 5♥, 2♥.",2025-12-20T05:13:59.269Z,176620763926900
"""sean @ QBFJyJmi22"" calls 495",2025-12-20T05:13:58.444Z,176620763844400
"""Rah @ 7fA2Vhp4Rw"" bets 495",2025-12-20T05:13:56.121Z,176620763612100
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:13:52.773Z,176620763277300
"River: 6♥, 4♠, 10♠, Q♣ [6♠]",2025-12-20T05:13:49.294Z,176620762929400
"""Rah @ 7fA2Vhp4Rw"" calls 165",2025-12-20T05:13:48.481Z,176620762848100
"""sean @ QBFJyJmi22"" bets 165",2025-12-20T05:13:46.854Z,176620762685400
"Turn: 6♥, 4♠, 10♠ [Q♣]",2025-12-20T05:13:42.626Z,176620762262600
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:13:41.816Z,176620762181600
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:13:40.807Z,176620762080700
"Flop:  [6♥, 4♠, 10♠]",2025-12-20T05:13:39.059Z,176620761905900
"""sean @ QBFJyJmi22"" calls 155",2025-12-20T05:13:38.242Z,176620761824200
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:13:33.418Z,176620761341800
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:13:32.510Z,176620761251000
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:12:59.435Z,176620757943500
"""Rah @ 7fA2Vhp4Rw"" raises to 155",2025-12-20T05:12:57.760Z,176620757776000
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:12:54.810Z,176620757481000
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:12:53.892Z,176620757389200
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T05:12:51.982Z,176620757198210
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T05:12:51.982Z,176620757198209
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8651) | #3 ""baku @ doUwoBS7nJ"" (4550) | #4 ""sean @ QBFJyJmi22"" (7607) | #5 ""thiccy alt @ r4Up90ARFn"" (2302) | #6 ""blaaad @ gpZYtoabpb"" (11990) | #8 ""Rah @ 7fA2Vhp4Rw"" (5274) | #9 ""Matt @ VroTcYA-gK"" (12068)",2025-12-20T05:12:51.982Z,176620757198201
"-- starting hand #371 (id: wopeey11ienp)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T05:12:51.982Z,176620757198200
"-- ending hand #370 --",2025-12-20T05:12:49.027Z,176620756902702
"""thiccy alt @ r4Up90ARFn"" collected 762 from pot",2025-12-20T05:12:49.027Z,176620756902701
"Uncalled bet of 1540 returned to ""thiccy alt @ r4Up90ARFn""",2025-12-20T05:12:49.027Z,176620756902700
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:12:48.216Z,176620756821600
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:12:47.274Z,176620756727400
"""thiccy alt @ r4Up90ARFn"" raises to 1871 and go all in",2025-12-20T05:12:46.371Z,176620756637100
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:12:42.871Z,176620756287100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:12:42.001Z,176620756200100
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:12:40.896Z,176620756089600
"""Rah @ 7fA2Vhp4Rw"" raises to 331",2025-12-20T05:12:39.623Z,176620755962300
"""blaaad @ gpZYtoabpb"" calls 40",2025-12-20T05:12:33.274Z,176620755327400
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:12:32.100Z,176620755210000
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:12:29.373Z,176620754937300
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T05:12:26.206Z,176620754620610
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T05:12:26.206Z,176620754620609
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8671) | #3 ""baku @ doUwoBS7nJ"" (4590) | #4 ""sean @ QBFJyJmi22"" (7607) | #5 ""thiccy alt @ r4Up90ARFn"" (1871) | #6 ""blaaad @ gpZYtoabpb"" (12030) | #8 ""Rah @ 7fA2Vhp4Rw"" (5605) | #9 ""Matt @ VroTcYA-gK"" (12068)",2025-12-20T05:12:26.206Z,176620754620601
"-- starting hand #370 (id: etefkxjn1tgv)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T05:12:26.206Z,176620754620600
"-- ending hand #369 --",2025-12-20T05:12:23.163Z,176620754316303
"""blaaad @ gpZYtoabpb"" collected 860 from pot with Two Pair, 10's & 8's (combination: 10♣, 10♠, 8♣, 8♠, J♠)",2025-12-20T05:12:23.163Z,176620754316302
"""blaaad @ gpZYtoabpb"" shows a 10♣, 10♠.",2025-12-20T05:12:23.163Z,176620754316301
"""Steve @ GpxgUdJz7n"" shows a A♣, 9♣.",2025-12-20T05:12:23.163Z,176620754316300
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:12:22.321Z,176620754232100
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:12:21.418Z,176620754141800
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T05:12:15.908Z,176620753590800
"River: 8♣, 3♣, 8♠, J♠ [3♦]",2025-12-20T05:12:13.364Z,176620753336400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:12:12.554Z,176620753255400
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:12:11.459Z,176620753145900
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T05:12:05.329Z,176620752532900
"Turn: 8♣, 3♣, 8♠ [J♠]",2025-12-20T05:12:02.832Z,176620752283200
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:12:01.959Z,176620752195900
"""Steve @ GpxgUdJz7n"" calls 160",2025-12-20T05:12:00.813Z,176620752081300
"""Rah @ 7fA2Vhp4Rw"" calls 160",2025-12-20T05:11:55.854Z,176620751585400
"""blaaad @ gpZYtoabpb"" bets 160",2025-12-20T05:11:54.371Z,176620751437100
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:11:48.762Z,176620750876200
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T05:11:47.131Z,176620750713100
"Flop:  [8♣, 3♣, 8♠]",2025-12-20T05:11:43.729Z,176620750372900
"""Steve @ GpxgUdJz7n"" calls 90",2025-12-20T05:11:42.914Z,176620750291400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:11:41.002Z,176620750100200
"""Rah @ 7fA2Vhp4Rw"" calls 90",2025-12-20T05:11:40.017Z,176620750001700
"""blaaad @ gpZYtoabpb"" calls 90",2025-12-20T05:11:37.289Z,176620749728900
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:11:34.842Z,176620749484200
"""sean @ QBFJyJmi22"" raises to 90",2025-12-20T05:11:32.723Z,176620749272300
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:11:25.188Z,176620748518800
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T05:11:23.805Z,176620748380511
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T05:11:23.805Z,176620748380510
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4590) | #4 ""sean @ QBFJyJmi22"" (7697) | #5 ""thiccy alt @ r4Up90ARFn"" (1871) | #6 ""blaaad @ gpZYtoabpb"" (11420) | #8 ""Rah @ 7fA2Vhp4Rw"" (5855) | #9 ""Matt @ VroTcYA-gK"" (12088)",2025-12-20T05:11:23.805Z,176620748380502
"-- starting hand #369 (id: ewb3qfdhzew6)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T05:11:23.805Z,176620748380501
"The player ""Valkyrie @ abX3tAvjnL"" stand up with the stack of 7073.",2025-12-20T05:11:23.805Z,176620748380500
"-- ending hand #368 --",2025-12-20T05:11:20.885Z,176620748088502
"""thiccy alt @ r4Up90ARFn"" collected 100 from pot",2025-12-20T05:11:20.885Z,176620748088501
"Uncalled bet of 100 returned to ""thiccy alt @ r4Up90ARFn""",2025-12-20T05:11:20.885Z,176620748088500
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:11:20.049Z,176620748004900
"""thiccy alt @ r4Up90ARFn"" bets 100",2025-12-20T05:11:17.151Z,176620747715100
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:11:13.652Z,176620747365200
"Turn: 10♦, 3♥, 2♥ [K♥]",2025-12-20T05:11:08.280Z,176620746828000
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:11:07.436Z,176620746743600
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:11:02.602Z,176620746260200
"Flop:  [10♦, 3♥, 2♥]",2025-12-20T05:11:00.539Z,176620746053900
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:10:59.681Z,176620745968100
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:10:55.441Z,176620745544100
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:10:41.645Z,176620744164500
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:10:40.710Z,176620744071000
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:10:38.195Z,176620743819500
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:10:35.248Z,176620743524800
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:10:34.307Z,176620743430700
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:10:33.218Z,176620743321800
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T05:10:32.038Z,176620743203811
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T05:10:32.038Z,176620743203810
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4590) | #4 ""sean @ QBFJyJmi22"" (7697) | #5 ""thiccy alt @ r4Up90ARFn"" (1811) | #6 ""blaaad @ gpZYtoabpb"" (11420) | #8 ""Rah @ 7fA2Vhp4Rw"" (5875) | #9 ""Matt @ VroTcYA-gK"" (12128) | #10 ""Valkyrie @ abX3tAvjnL"" (7073)",2025-12-20T05:10:32.038Z,176620743203801
"-- starting hand #368 (id: swuaiacno9e7)  (No Limit Texas Hold'em) (dealer: ""blaaad @ gpZYtoabpb"") --",2025-12-20T05:10:32.038Z,176620743203800
"-- ending hand #367 --",2025-12-20T05:10:29.013Z,176620742901302
"""blaaad @ gpZYtoabpb"" collected 1520 from pot with Pair, 8's (combination: 8♠, 8♥, 10♠, 7♦, 4♣)",2025-12-20T05:10:29.013Z,176620742901301
"""blaaad @ gpZYtoabpb"" shows a 8♠, 8♥.",2025-12-20T05:10:29.013Z,176620742901300
"""Matt @ VroTcYA-gK"" calls 320",2025-12-20T05:10:28.191Z,176620742819100
"""blaaad @ gpZYtoabpb"" bets 320",2025-12-20T05:10:25.051Z,176620742505100
"River: 4♣, 7♦, 3♠, 2♥ [10♠]",2025-12-20T05:10:14.759Z,176620741475900
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:10:13.954Z,176620741395400
"""Matt @ VroTcYA-gK"" calls 240",2025-12-20T05:10:12.213Z,176620741221300
"""blaaad @ gpZYtoabpb"" bets 240",2025-12-20T05:10:05.559Z,176620740555900
"Turn: 4♣, 7♦, 3♠ [2♥]",2025-12-20T05:09:57.874Z,176620739787400
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:09:57.062Z,176620739706200
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:09:55.307Z,176620739530700
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:09:50.150Z,176620739015000
"Flop:  [4♣, 7♦, 3♠]",2025-12-20T05:09:48.855Z,176620738885500
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:09:48.026Z,176620738802600
"""blaaad @ gpZYtoabpb"" calls 120",2025-12-20T05:09:39.627Z,176620737962700
"""thiccy alt @ r4Up90ARFn"" calls 120",2025-12-20T05:09:37.728Z,176620737772800
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:09:36.543Z,176620737654300
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:09:34.571Z,176620737457100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:09:33.686Z,176620737368600
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:09:30.623Z,176620737062300
"""Matt @ VroTcYA-gK"" raises to 120",2025-12-20T05:09:29.563Z,176620736956300
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T05:09:23.742Z,176620736374211
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T05:09:23.742Z,176620736374210
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4590) | #4 ""sean @ QBFJyJmi22"" (7697) | #5 ""thiccy alt @ r4Up90ARFn"" (1931) | #6 ""blaaad @ gpZYtoabpb"" (10580) | #8 ""Rah @ 7fA2Vhp4Rw"" (5915) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (7073)",2025-12-20T05:09:23.742Z,176620736374201
"-- starting hand #367 (id: jv2b29fiyvqa)  (No Limit Texas Hold'em) (dealer: ""thiccy alt @ r4Up90ARFn"") --",2025-12-20T05:09:23.742Z,176620736374200
"-- ending hand #366 --",2025-12-20T05:09:20.832Z,176620736083202
"""sean @ QBFJyJmi22"" collected 760 from pot",2025-12-20T05:09:20.832Z,176620736083201
"Uncalled bet of 570 returned to ""sean @ QBFJyJmi22""",2025-12-20T05:09:20.832Z,176620736083200
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:09:20.018Z,176620736001800
"""sean @ QBFJyJmi22"" bets 570",2025-12-20T05:09:17.859Z,176620735785900
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:09:09.364Z,176620734936400
"Turn: 3♦, 5♠, 4♣ [6♠]",2025-12-20T05:09:08.439Z,176620734843900
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:09:07.623Z,176620734762300
"""blaaad @ gpZYtoabpb"" calls 190",2025-12-20T05:09:06.380Z,176620734638000
"""sean @ QBFJyJmi22"" bets 190",2025-12-20T05:09:01.663Z,176620734166300
"""baku @ doUwoBS7nJ"" checks",2025-12-20T05:08:57.584Z,176620733758400
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:08:55.387Z,176620733538700
"Flop:  [3♦, 5♠, 4♣]",2025-12-20T05:08:54.152Z,176620733415200
"""blaaad @ gpZYtoabpb"" calls 120",2025-12-20T05:08:53.309Z,176620733330900
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:08:39.941Z,176620731994100
"""sean @ QBFJyJmi22"" calls 120",2025-12-20T05:08:36.922Z,176620731692200
"""baku @ doUwoBS7nJ"" raises to 120",2025-12-20T05:08:35.117Z,176620731511700
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:08:31.905Z,176620731190500
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:08:29.350Z,176620730935000
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:08:28.271Z,176620730827100
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:08:27.307Z,176620730730700
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T05:08:22.416Z,176620730241611
"""thiccy alt @ r4Up90ARFn"" posts a small blind of 20",2025-12-20T05:08:22.416Z,176620730241610
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4710) | #4 ""sean @ QBFJyJmi22"" (7247) | #5 ""thiccy alt @ r4Up90ARFn"" (1951) | #6 ""blaaad @ gpZYtoabpb"" (10890) | #8 ""Rah @ 7fA2Vhp4Rw"" (5915) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (7073)",2025-12-20T05:08:22.416Z,176620730241601
"-- starting hand #366 (id: ep5yvjfxeufg)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T05:08:22.416Z,176620730241600
"-- ending hand #365 --",2025-12-20T05:08:19.497Z,176620729949702
"""Valkyrie @ abX3tAvjnL"" collected 300 from pot",2025-12-20T05:08:19.497Z,176620729949701
"Uncalled bet of 280 returned to ""Valkyrie @ abX3tAvjnL""",2025-12-20T05:08:19.497Z,176620729949700
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:08:18.635Z,176620729863500
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:08:13.082Z,176620729308200
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:08:11.405Z,176620729140500
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:08:10.275Z,176620729027500
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:08:09.374Z,176620728937400
"""Valkyrie @ abX3tAvjnL"" raises to 400",2025-12-20T05:08:06.391Z,176620728639100
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:08:01.435Z,176620728143500
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:07:58.764Z,176620727876400
"""blaaad @ gpZYtoabpb"" raises to 120",2025-12-20T05:07:57.765Z,176620727776500
"""thiccy alt @ r4Up90ARFn"" posts a big blind of 40",2025-12-20T05:07:54.509Z,176620727450911
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T05:07:54.509Z,176620727450910
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4710) | #4 ""sean @ QBFJyJmi22"" (7267) | #5 ""thiccy alt @ r4Up90ARFn"" (1991) | #6 ""blaaad @ gpZYtoabpb"" (11010) | #8 ""Rah @ 7fA2Vhp4Rw"" (5915) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (6893)",2025-12-20T05:07:54.509Z,176620727450901
"-- starting hand #365 (id: linv2ehf2wtj)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T05:07:54.509Z,176620727450900
"-- ending hand #364 --",2025-12-20T05:07:51.552Z,176620727155202
"""blaaad @ gpZYtoabpb"" collected 140 from pot",2025-12-20T05:07:51.552Z,176620727155201
"Uncalled bet of 70 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T05:07:51.552Z,176620727155200
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:07:50.746Z,176620727074600
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:07:49.687Z,176620726968700
"""blaaad @ gpZYtoabpb"" bets 70",2025-12-20T05:07:46.651Z,176620726665100
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:07:42.481Z,176620726248100
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:07:39.957Z,176620725995700
"Flop:  [K♥, 5♦, 9♠]",2025-12-20T05:07:38.164Z,176620725816400
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:07:37.335Z,176620725733500
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:07:35.755Z,176620725575500
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:07:34.890Z,176620725489000
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:07:31.914Z,176620725191400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:07:30.811Z,176620725081100
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:07:28.775Z,176620724877500
"""blaaad @ gpZYtoabpb"" calls 40",2025-12-20T05:07:27.885Z,176620724788500
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:07:25.448Z,176620724544800
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T05:07:22.854Z,176620724285411
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T05:07:22.854Z,176620724285410
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4730) | #4 ""sean @ QBFJyJmi22"" (7307) | #5 ""thiccy alt @ r4Up90ARFn"" (2031) | #6 ""blaaad @ gpZYtoabpb"" (10910) | #8 ""Rah @ 7fA2Vhp4Rw"" (5915) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (6893)",2025-12-20T05:07:22.854Z,176620724285401
"-- starting hand #364 (id: sstxnlripjbb)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T05:07:22.854Z,176620724285400
"-- ending hand #363 --",2025-12-20T05:07:19.852Z,176620723985202
"""Rah @ 7fA2Vhp4Rw"" collected 1400 from pot with Pair, 9's (combination: 9♥, 9♠, Q♣, 10♦, 5♦)",2025-12-20T05:07:19.852Z,176620723985201
"""Rah @ 7fA2Vhp4Rw"" shows a 10♦, 9♥.",2025-12-20T05:07:19.852Z,176620723985200
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:07:19.004Z,176620723900400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:07:16.462Z,176620723646200
"River: 5♦, 9♠, 3♥, 2♠ [Q♣]",2025-12-20T05:07:15.351Z,176620723535100
"""Valkyrie @ abX3tAvjnL"" calls 350",2025-12-20T05:07:14.527Z,176620723452700
"""Rah @ 7fA2Vhp4Rw"" bets 350",2025-12-20T05:07:10.446Z,176620723044600
"Turn: 5♦, 9♠, 3♥ [2♠]",2025-12-20T05:07:08.191Z,176620722819100
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:07:07.387Z,176620722738700
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:07:01.954Z,176620722195400
"Flop:  [5♦, 9♠, 3♥]",2025-12-20T05:07:01.022Z,176620722102200
"""Rah @ 7fA2Vhp4Rw"" calls 260",2025-12-20T05:07:00.197Z,176620722019700
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:06:53.504Z,176620721350400
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:06:49.277Z,176620720927700
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:06:48.157Z,176620720815700
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:06:46.065Z,176620720606500
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:06:45.087Z,176620720508700
"""Valkyrie @ abX3tAvjnL"" raises to 260",2025-12-20T05:06:35.316Z,176620719531600
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:06:27.963Z,176620718796300
"""Rah @ 7fA2Vhp4Rw"" calls 40",2025-12-20T05:06:26.999Z,176620718699900
"""blaaad @ gpZYtoabpb"" calls 40",2025-12-20T05:06:25.857Z,176620718585700
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:06:24.713Z,176620718471300
"""sean @ QBFJyJmi22"" calls 40",2025-12-20T05:06:23.418Z,176620718341800
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T05:06:20.255Z,176620718025511
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T05:06:20.255Z,176620718025510
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8941) | #3 ""baku @ doUwoBS7nJ"" (4770) | #4 ""sean @ QBFJyJmi22"" (7347) | #5 ""thiccy alt @ r4Up90ARFn"" (2071) | #6 ""blaaad @ gpZYtoabpb"" (10950) | #8 ""Rah @ 7fA2Vhp4Rw"" (5125) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (7503)",2025-12-20T05:06:20.255Z,176620718025501
"-- starting hand #363 (id: uobte8uwtlv6)  (No Limit Texas Hold'em) (dealer: ""Valkyrie @ abX3tAvjnL"") --",2025-12-20T05:06:20.255Z,176620718025500
"-- ending hand #362 --",2025-12-20T05:06:17.330Z,176620717733002
"""Steve @ GpxgUdJz7n"" collected 360 from pot",2025-12-20T05:06:17.330Z,176620717733001
"Uncalled bet of 120 returned to ""Steve @ GpxgUdJz7n""",2025-12-20T05:06:17.330Z,176620717733000
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:06:16.514Z,176620717651400
"""Steve @ GpxgUdJz7n"" bets 120",2025-12-20T05:06:14.012Z,176620717401200
"Turn: 2♣, 7♠, 4♥ [2♥]",2025-12-20T05:06:07.925Z,176620716792500
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:06:07.073Z,176620716707300
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T05:06:05.650Z,176620716565000
"Flop:  [2♣, 7♠, 4♥]",2025-12-20T05:05:56.475Z,176620715647500
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:05:55.642Z,176620715564200
"""thiccy alt @ r4Up90ARFn"" calls 160",2025-12-20T05:05:54.586Z,176620715458600
"""Steve @ GpxgUdJz7n"" raises to 160",2025-12-20T05:05:52.480Z,176620715248000
"""Valkyrie @ abX3tAvjnL"" calls 40",2025-12-20T05:05:41.658Z,176620714165800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:05:35.625Z,176620713562500
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:05:34.697Z,176620713469700
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:05:24.946Z,176620712494600
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:05:24.026Z,176620712402600
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:05:22.438Z,176620712243800
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:05:20.876Z,176620712087600
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T05:05:19.640Z,176620711964011
"""Valkyrie @ abX3tAvjnL"" posts a small blind of 20",2025-12-20T05:05:19.640Z,176620711964010
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8741) | #3 ""baku @ doUwoBS7nJ"" (4770) | #4 ""sean @ QBFJyJmi22"" (7347) | #5 ""thiccy alt @ r4Up90ARFn"" (2231) | #6 ""blaaad @ gpZYtoabpb"" (10950) | #8 ""Rah @ 7fA2Vhp4Rw"" (5125) | #9 ""Matt @ VroTcYA-gK"" (12808) | #10 ""Valkyrie @ abX3tAvjnL"" (7543)",2025-12-20T05:05:19.640Z,176620711964001
"-- starting hand #362 (id: azenqoprnaxy)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T05:05:19.640Z,176620711964000
"-- ending hand #361 --",2025-12-20T05:05:16.638Z,176620711663802
"""sean @ QBFJyJmi22"" collected 320 from pot with Pair, 8's (combination: 8♣, 8♠, A♥, 9♣, 6♠)",2025-12-20T05:05:16.638Z,176620711663801
"""sean @ QBFJyJmi22"" shows a 9♣, A♥.",2025-12-20T05:05:16.638Z,176620711663800
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:05:15.770Z,176620711577000
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:05:12.834Z,176620711283400
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:05:10.395Z,176620711039500
"River: 8♣, 2♥, 6♠, 8♠ [3♣]",2025-12-20T05:05:08.615Z,176620710861500
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:05:07.795Z,176620710779500
"""sean @ QBFJyJmi22"" calls 40",2025-12-20T05:05:06.722Z,176620710672200
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:05:04.356Z,176620710435600
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:05:03.284Z,176620710328400
